temperature,humidity,light_level,hour_of_day,thermal_comfort,luminosity_comfort
24.4,20.0,662,18,neutral,neutral
21.56,39.6,642,4,neutral,too_bright
15.53,61.47,15,21,cold,neutral
30.31,20.0,791,23,hot,too_bright
28.61,41.28,718,12,hot,neutral
11.37,27.21,266,7,cold,too_dark
9.63,48.36,352,8,cold,neutral
20.36,83.78,768,10,neutral,neutral
21.57,52.2,803,11,neutral,neutral
20.46,56.44,49,1,neutral,neutral
30.31,69.97,334,4,hot,too_bright
21.67,55.74,616,18,neutral,neutral
25.89,49.95,136,1,neutral,too_bright
22.53,71.62,1009,10,neutral,too_bright
11.23,61.4,200,21,cold,too_bright
29.09,60.23,871,2,hot,too_bright
14.71,52.67,71,22,cold,neutral
28.96,53.79,905,11,hot,too_bright
19.85,67.54,0,10,neutral,too_dark
20.16,51.79,676,17,neutral,neutral
23.88,73.3,365,18,neutral,neutral
8.7,40.43,482,11,cold,neutral
27.47,79.75,114,1,hot,too_bright
14.86,58.07,713,23,cold,too_bright
23.67,40.34,601,0,neutral,too_bright
24.28,60.85,338,20,hot,too_bright
17.14,46.14,534,10,cold,neutral
23.31,56.88,567,12,hot,neutral
12.69,46.76,706,18,cold,neutral
25.61,51.96,564,22,hot,too_bright
18.2,69.53,46,3,cold,neutral
13.18,60.23,532,19,cold,neutral
23.46,38.79,357,15,neutral,neutral
15.65,37.34,379,8,cold,neutral
20.2,60.53,388,10,neutral,too_dark
22.34,57.51,375,18,neutral,neutral
28.28,43.75,200,3,hot,neutral
16.68,77.37,342,12,cold,neutral
28.72,66.61,723,17,hot,neutral
22.6,48.37,266,12,neutral,neutral
18.78,45.86,809,10,neutral,too_bright
31.24,50.62,470,12,hot,neutral
33.2,49.06,655,12,hot,neutral
28.99,75.61,110,19,hot,too_dark
30.72,67.44,218,19,hot,too_dark
23.91,55.57,916,22,neutral,too_bright
30.47,63.96,825,1,hot,too_bright
24.24,67.0,73,7,neutral,too_dark
18.54,57.49,922,21,neutral,too_bright
31.93,59.7,851,15,hot,neutral
24.4,65.86,138,9,hot,too_dark
25.18,66.71,248,15,hot,too_dark
14.83,44.53,203,11,cold,too_dark
13.49,44.67,858,21,cold,too_bright
20.59,52.99,842,13,neutral,neutral
17.62,42.18,753,10,cold,neutral
23.86,35.95,277,14,neutral,too_dark
25.24,63.63,951,4,neutral,too_bright
18.5,64.53,838,18,cold,too_bright
26.91,33.48,887,4,hot,too_bright
18.55,52.71,375,0,neutral,too_bright
24.96,49.12,690,1,neutral,too_bright
20.73,57.3,671,1,neutral,too_bright
25.46,36.61,151,2,hot,neutral
19.73,31.81,625,1,neutral,too_bright
28.28,65.21,567,7,hot,neutral
21.93,29.54,583,23,neutral,too_bright
21.26,50.04,341,2,neutral,too_bright
23.56,48.41,668,16,neutral,neutral
22.01,55.43,896,20,neutral,too_bright
29.63,60.83,637,19,hot,neutral
17.85,81.52,845,8,cold,too_bright
20.83,29.43,822,1,neutral,too_bright
25.53,70.85,375,8,hot,neutral
8.79,20.0,757,14,cold,neutral
21.03,74.4,666,18,neutral,neutral
12.35,22.96,995,3,cold,too_bright
16.79,90.22,352,7,cold,neutral
24.89,48.97,153,14,neutral,too_dark
25.38,72.68,669,17,neutral,too_bright
19.06,71.73,636,7,neutral,neutral
20.64,43.23,632,19,neutral,neutral
33.91,50.06,779,19,hot,neutral
17.3,40.26,530,8,neutral,neutral
15.15,65.47,41,12,cold,too_dark
27.24,47.36,890,11,hot,too_bright
22.29,44.6,305,16,neutral,too_dark
14.0,64.07,245,7,cold,too_dark
16.76,41.21,878,7,cold,neutral
7.62,48.63,799,10,cold,neutral
21.61,58.17,526,5,neutral,too_bright
16.82,48.95,760,13,neutral,too_bright
32.29,47.57,108,22,hot,neutral
12.09,74.83,306,8,cold,too_dark
20.44,50.53,255,20,neutral,too_bright
9.9,50.72,432,11,cold,neutral
19.7,51.49,360,3,cold,too_bright
26.0,60.1,55,11,neutral,too_dark
28.63,37.69,666,11,hot,neutral
18.81,61.59,627,0,neutral,too_bright
29.8,55.77,349,11,hot,neutral
21.51,28.1,925,3,neutral,too_bright
13.78,82.09,361,19,cold,neutral
21.17,76.01,96,12,neutral,too_dark
13.87,40.91,903,7,cold,too_bright
29.22,40.2,98,0,hot,neutral
25.54,55.76,56,13,neutral,too_dark
8.22,33.96,470,16,cold,neutral
12.65,76.92,595,10,cold,neutral
17.24,48.29,271,21,cold,neutral
15.27,81.79,895,4,cold,too_bright
29.5,40.36,248,18,hot,neutral
21.76,51.74,1023,11,neutral,too_bright
17.15,73.09,626,7,cold,neutral
30.25,56.73,261,6,hot,too_bright
20.36,60.1,447,10,neutral,too_dark
26.17,72.78,74,1,hot,neutral
20.3,47.97,869,15,neutral,too_bright
16.46,36.23,653,9,cold,neutral
26.33,35.22,447,16,neutral,neutral
30.99,60.01,676,12,hot,neutral
30.91,61.39,647,23,hot,too_bright
22.75,71.78,618,1,neutral,too_bright
27.75,52.93,382,11,neutral,neutral
23.7,31.23,369,12,neutral,too_dark
20.4,20.0,271,5,neutral,too_bright
25.96,95.0,787,16,hot,neutral
36.54,63.95,471,8,hot,neutral
18.9,58.13,492,18,neutral,neutral
19.88,57.28,764,22,neutral,too_bright
13.66,37.36,539,20,cold,too_bright
26.07,43.65,998,15,neutral,too_bright
21.61,81.4,275,17,neutral,too_dark
14.25,64.46,75,20,cold,neutral
17.87,45.41,441,23,neutral,too_bright
13.81,37.38,521,17,cold,neutral
22.58,51.04,862,21,cold,too_bright
28.88,47.84,646,23,hot,too_bright
14.04,82.65,973,4,cold,too_bright
31.66,50.7,71,12,hot,too_dark
26.8,38.26,534,8,hot,neutral
12.34,53.26,831,22,cold,too_bright
25.05,61.51,480,17,hot,neutral
18.89,35.0,267,21,neutral,too_bright
33.09,63.2,760,8,hot,too_bright
25.96,71.47,909,20,hot,too_bright
27.73,59.45,238,1,hot,too_bright
35.61,45.78,548,22,hot,too_bright
20.05,45.94,824,5,neutral,too_bright
31.94,31.1,200,12,hot,too_dark
33.11,53.53,0,17,hot,too_dark
12.55,60.7,721,17,cold,neutral
22.74,44.12,737,5,neutral,too_bright
27.44,86.04,139,13,hot,too_dark
27.41,67.91,594,12,hot,neutral
15.8,29.43,794,18,cold,too_bright
19.97,25.88,1009,7,cold,too_bright
14.49,40.16,819,18,cold,too_bright
27.1,76.39,271,14,hot,too_dark
20.32,68.33,573,18,neutral,neutral
28.25,81.59,739,21,hot,too_bright
23.23,55.14,265,10,neutral,neutral
31.19,46.85,191,10,hot,too_dark
23.73,34.19,445,19,neutral,neutral
22.17,61.41,773,18,neutral,neutral
23.01,50.98,550,21,neutral,too_bright
28.55,53.05,640,13,hot,neutral
22.16,76.86,635,15,neutral,neutral
25.56,53.87,935,1,hot,too_bright
18.23,75.83,607,10,cold,neutral
12.92,32.76,127,5,cold,neutral
19.83,94.01,371,20,neutral,too_bright
17.67,50.96,204,2,cold,neutral
22.47,68.62,771,18,hot,neutral
23.68,63.45,1023,20,neutral,too_bright
19.92,47.64,776,11,neutral,neutral
25.31,63.67,271,16,hot,neutral
17.14,66.34,663,13,cold,neutral
13.19,42.75,19,16,cold,too_dark
9.37,44.35,290,16,cold,too_dark
30.28,56.43,324,6,hot,too_bright
15.72,55.08,472,16,cold,neutral
30.18,76.42,285,21,hot,too_bright
28.39,66.89,468,7,hot,neutral
24.12,51.79,0,7,neutral,too_dark
24.29,66.2,828,7,neutral,neutral
16.49,20.0,459,21,cold,too_bright
10.84,48.82,829,21,cold,too_bright
5.0,62.01,46,8,cold,too_dark
19.92,73.23,871,22,cold,too_bright
22.87,62.45,657,18,neutral,neutral
25.69,73.27,215,9,hot,too_dark
13.76,69.58,782,19,cold,neutral
24.11,47.95,793,21,hot,too_bright
30.67,53.39,740,20,hot,too_bright
32.42,58.8,915,11,hot,too_bright
32.97,49.06,974,5,hot,too_bright
29.64,78.66,152,4,hot,neutral
22.53,36.99,247,19,neutral,too_dark
34.62,59.6,46,17,hot,too_dark
18.44,63.4,75,17,neutral,too_dark
32.66,49.51,132,1,hot,neutral
19.48,48.84,730,23,neutral,too_bright
15.84,55.82,671,2,cold,too_bright
13.67,68.72,20,13,cold,too_dark
30.9,49.42,439,22,hot,too_bright
24.48,40.91,95,5,neutral,neutral
16.56,70.97,222,12,neutral,too_dark
24.85,61.67,32,20,hot,neutral
28.01,72.29,562,6,neutral,too_bright
21.74,63.63,64,2,neutral,neutral
24.85,84.93,823,11,hot,neutral
24.26,68.84,984,19,neutral,too_bright
28.12,40.57,837,13,hot,neutral
11.91,59.95,809,10,cold,neutral
20.92,45.59,774,15,neutral,neutral
21.82,51.21,935,1,neutral,too_bright
26.6,32.94,898,8,hot,too_bright
19.51,47.68,209,21,cold,neutral
21.78,63.51,596,9,neutral,neutral
26.91,53.63,321,23,hot,too_bright
15.59,36.95,832,13,cold,too_bright
31.06,30.98,19,22,hot,neutral
22.7,88.81,412,15,hot,neutral
20.68,57.06,377,10,neutral,neutral
25.05,39.31,902,22,neutral,too_bright
17.29,62.86,324,6,cold,too_bright
22.43,86.61,892,9,neutral,too_bright
22.87,67.41,486,17,neutral,neutral
16.12,20.0,721,20,neutral,too_bright
18.33,94.58,507,4,neutral,too_bright
13.49,28.83,477,23,cold,too_bright
14.71,48.57,314,10,cold,neutral
20.82,38.67,273,8,neutral,too_dark
33.12,43.17,655,3,hot,too_bright
15.04,61.32,366,0,cold,too_bright
19.25,22.64,830,13,neutral,too_bright
11.88,54.0,160,14,cold,too_dark
25.79,71.49,249,2,neutral,too_bright
26.06,43.18,39,21,hot,neutral
33.54,33.64,882,13,hot,too_bright
15.63,53.44,427,1,cold,too_bright
21.52,53.43,53,20,neutral,neutral
25.34,45.5,24,4,hot,neutral
27.85,37.98,939,16,hot,too_bright
24.15,67.36,898,16,neutral,too_bright
26.23,64.71,299,19,hot,neutral
26.54,34.15,731,19,neutral,too_bright
15.73,39.76,239,23,cold,too_bright
28.81,54.64,864,2,hot,too_bright
19.98,42.37,712,8,neutral,neutral
22.6,57.49,442,8,neutral,neutral
18.46,79.15,923,9,neutral,too_bright
20.6,55.33,190,5,neutral,neutral
11.76,38.01,1023,5,cold,too_bright
20.12,58.43,305,23,neutral,too_bright
33.74,53.34,912,21,hot,too_bright
15.56,55.48,853,16,cold,too_bright
10.01,59.24,574,13,cold,neutral
31.38,64.73,95,11,hot,too_dark
26.93,56.24,768,16,neutral,neutral
20.35,54.29,723,20,cold,too_bright
32.07,88.83,872,10,hot,neutral
26.88,74.47,212,12,hot,too_dark
29.26,68.32,232,21,hot,neutral
18.01,58.6,381,21,cold,too_bright
25.96,41.44,382,5,neutral,too_bright
30.31,71.99,0,5,hot,neutral
12.54,56.45,175,4,cold,too_bright
20.72,48.32,503,0,neutral,too_bright
19.18,49.87,994,16,neutral,too_bright
21.47,40.36,172,10,neutral,too_dark
19.42,68.55,246,0,neutral,neutral
19.83,66.71,890,4,cold,too_bright
28.21,60.19,51,12,hot,too_dark
20.82,52.49,121,20,neutral,neutral
28.03,44.48,905,15,hot,too_bright
15.15,22.09,239,12,cold,too_dark
32.5,35.96,339,4,hot,too_bright
17.94,46.69,38,6,cold,neutral
17.57,40.65,447,18,cold,neutral
23.98,53.16,1023,18,neutral,too_bright
23.47,69.48,967,20,hot,too_bright
27.17,53.16,660,12,hot,neutral
21.51,76.23,691,6,neutral,too_bright
19.32,45.18,689,12,neutral,neutral
15.07,52.24,737,21,cold,too_bright
27.97,52.97,546,4,hot,too_bright
20.95,70.67,158,20,neutral,neutral
19.7,57.57,867,23,neutral,too_bright
15.54,58.76,890,19,cold,neutral
15.97,33.44,138,15,neutral,too_dark
21.23,42.31,100,9,neutral,too_dark
28.77,71.15,848,20,hot,too_bright
20.3,25.64,67,3,cold,neutral
14.1,73.2,803,18,cold,neutral
23.38,65.33,984,9,neutral,too_bright
12.83,44.21,13,12,cold,too_dark
28.77,42.06,815,11,hot,too_bright
12.97,81.5,155,0,cold,neutral
29.07,77.42,321,23,hot,too_bright
19.5,52.65,550,16,neutral,neutral
20.71,56.83,695,14,cold,neutral
30.57,41.96,133,2,hot,neutral
26.8,56.15,73,18,hot,too_dark
11.64,43.75,304,23,cold,too_bright
14.59,54.66,711,19,cold,neutral
17.65,81.62,405,5,cold,too_bright
22.0,48.27,281,4,neutral,too_bright
16.8,38.45,170,8,neutral,too_dark
22.18,31.6,983,0,neutral,too_bright
31.64,54.82,705,13,hot,neutral
20.51,45.59,991,10,neutral,too_bright
10.53,55.32,552,12,cold,neutral
9.62,31.3,826,23,cold,too_bright
30.04,64.34,660,15,hot,neutral
29.02,37.7,556,10,hot,neutral
16.11,53.74,479,18,cold,neutral
30.44,50.56,512,8,hot,neutral
15.95,81.64,434,18,cold,neutral
32.11,54.12,633,22,hot,too_bright
30.14,86.48,465,21,hot,too_bright
20.12,61.04,975,12,neutral,too_bright
20.6,77.16,964,11,neutral,too_bright
14.57,49.51,460,9,cold,neutral
12.42,59.26,408,12,cold,neutral
25.32,70.72,743,22,neutral,too_bright
25.32,67.52,690,20,neutral,too_bright
25.15,62.56,229,14,neutral,too_dark
28.18,47.78,841,6,hot,too_bright
27.41,53.25,694,9,hot,neutral
16.09,72.96,697,5,cold,too_bright
19.91,80.6,811,4,neutral,too_bright
12.9,47.96,227,0,cold,too_bright
23.62,46.2,746,18,neutral,neutral
13.52,37.9,157,17,cold,too_dark
23.06,63.53,794,4,neutral,too_bright
31.23,40.46,583,16,hot,neutral
34.06,70.84,575,3,hot,too_bright
12.1,68.13,780,6,cold,too_bright
26.84,45.45,316,6,hot,too_bright
20.58,77.29,748,3,neutral,too_bright
30.02,34.15,20,17,hot,too_dark
30.77,79.5,689,1,hot,too_bright
12.01,59.44,821,9,cold,too_bright
19.77,25.17,0,11,neutral,too_dark
27.32,84.31,671,13,hot,neutral
7.88,72.19,789,4,cold,too_bright
18.38,52.32,532,11,cold,neutral
22.57,36.84,587,19,neutral,neutral
27.22,33.61,10,8,hot,too_dark
19.56,89.33,1018,22,cold,too_bright
21.47,44.5,981,10,neutral,too_bright
17.51,38.76,776,18,cold,too_bright
33.45,60.23,33,2,hot,neutral
21.61,28.95,391,20,neutral,too_bright
14.54,39.31,838,11,cold,too_bright
20.18,69.12,708,23,neutral,too_bright
21.87,63.49,921,16,neutral,too_bright
16.36,50.01,594,17,cold,neutral
13.96,58.11,713,3,cold,too_bright
29.84,51.58,333,13,hot,too_dark
18.24,52.38,792,17,cold,neutral
34.32,44.52,555,19,hot,neutral
21.83,47.22,819,9,neutral,too_bright
18.68,45.65,192,13,neutral,too_dark
15.57,46.0,298,4,cold,too_bright
21.69,71.64,75,10,neutral,too_dark
16.5,65.4,727,11,cold,neutral
29.37,40.73,743,0,hot,too_bright
20.82,36.39,266,21,neutral,neutral
19.72,51.19,369,15,neutral,neutral
23.93,87.16,585,4,neutral,too_bright
19.0,36.99,746,21,cold,too_bright
29.3,53.53,313,16,hot,neutral
13.86,59.14,489,16,cold,neutral
18.11,53.47,178,22,cold,too_bright
21.72,50.02,827,9,neutral,too_bright
16.11,72.64,919,8,cold,too_bright
26.3,59.77,743,14,hot,too_bright
19.12,71.7,839,21,cold,too_bright
10.03,59.0,793,19,cold,neutral
20.21,68.43,824,18,neutral,neutral
21.52,77.23,452,18,neutral,neutral
30.94,78.13,230,0,hot,too_bright
27.69,90.3,1008,11,hot,too_bright
33.23,78.37,0,8,hot,too_dark
14.5,45.03,388,8,cold,neutral
23.02,66.19,741,20,neutral,too_bright
24.25,62.24,809,9,hot,too_bright
28.84,86.02,702,20,hot,too_bright
26.25,38.82,492,21,hot,too_bright
11.95,62.53,948,10,cold,too_bright
33.94,47.24,176,4,hot,neutral
22.86,64.79,161,16,neutral,too_dark
13.47,50.56,680,20,cold,too_bright
26.86,61.28,314,9,hot,too_dark
16.3,30.33,485,4,cold,too_bright
12.39,62.79,509,12,cold,neutral
11.43,59.62,270,23,cold,too_bright
22.57,59.03,1023,12,neutral,too_bright
22.46,84.97,437,10,neutral,neutral
23.58,49.64,736,10,neutral,neutral
13.24,58.72,136,17,cold,too_dark
13.44,59.44,1003,8,cold,too_bright
14.44,54.4,1023,17,cold,too_bright
26.64,87.39,82,23,hot,neutral
16.63,56.28,675,18,cold,neutral
11.15,46.49,542,22,cold,too_bright
19.37,83.06,128,18,cold,too_dark
23.69,49.35,831,20,neutral,too_bright
30.94,32.0,801,0,hot,too_bright
25.95,41.46,872,8,hot,too_bright
25.45,36.01,584,6,neutral,too_bright
28.66,28.86,713,20,hot,too_bright
22.95,48.89,753,5,neutral,too_bright
24.68,53.96,750,23,neutral,too_bright
19.85,73.14,580,16,neutral,neutral
17.92,60.92,771,2,neutral,too_bright
32.39,60.42,75,16,hot,too_dark
20.91,41.87,618,8,neutral,neutral
30.22,67.06,232,7,hot,too_dark
12.69,74.77,439,23,cold,too_bright
32.65,62.06,742,19,hot,neutral
30.73,59.36,156,18,hot,too_dark
24.53,31.2,801,7,neutral,too_bright
20.08,74.13,270,15,neutral,too_dark
21.99,84.13,767,8,neutral,too_bright
21.57,62.24,804,14,neutral,neutral
33.38,43.84,28,9,hot,too_dark
33.73,52.42,232,14,hot,too_dark
19.92,46.16,864,17,neutral,neutral
14.09,49.47,297,7,cold,too_dark
30.65,64.02,432,0,hot,too_bright
25.28,57.04,27,2,neutral,neutral
27.91,71.07,708,21,hot,too_bright
25.15,60.05,112,23,neutral,neutral
24.38,45.48,243,16,neutral,too_dark
12.31,47.66,481,2,cold,too_bright
28.8,41.46,815,14,hot,neutral
21.16,48.58,472,10,neutral,neutral
18.45,86.11,998,5,neutral,too_bright
24.45,83.61,520,9,hot,neutral
15.57,68.03,268,18,cold,too_dark
22.53,56.8,204,23,neutral,neutral
14.15,37.41,805,20,cold,too_bright
8.97,54.49,462,4,cold,too_bright
26.99,45.81,620,12,neutral,neutral
23.23,81.98,374,12,hot,neutral
18.01,30.92,278,7,cold,neutral
15.19,61.59,650,10,cold,neutral
25.01,41.15,270,9,neutral,too_dark
28.03,51.49,1023,1,hot,too_bright
22.35,66.15,725,9,neutral,neutral
24.53,70.82,887,8,neutral,neutral
23.06,54.62,293,7,neutral,neutral
29.86,67.38,0,14,hot,too_dark
31.85,43.85,42,17,hot,too_dark
17.62,61.67,842,1,neutral,too_bright
30.75,70.05,878,8,hot,neutral
27.59,61.06,710,0,hot,too_bright
22.61,46.52,637,19,neutral,neutral
13.22,52.91,241,22,cold,too_bright
33.74,70.44,773,11,hot,too_bright
26.53,38.45,542,22,hot,too_bright
18.04,43.25,637,15,neutral,neutral
22.66,60.58,80,20,neutral,too_bright
27.72,47.85,512,22,hot,too_bright
24.29,31.98,747,14,hot,too_bright
15.28,76.01,760,10,cold,too_bright
14.7,39.14,177,17,cold,too_dark
23.53,51.98,16,4,neutral,neutral
20.86,44.28,858,7,cold,too_bright
33.15,50.49,311,13,hot,too_dark
26.3,42.38,464,4,hot,too_bright
15.38,65.36,652,11,cold,neutral
27.63,58.88,533,20,hot,too_bright
20.42,70.98,913,18,neutral,too_bright
20.36,45.9,857,21,neutral,too_bright
30.09,82.3,375,20,hot,too_bright
21.37,25.99,217,7,neutral,too_dark
32.32,32.48,1023,17,hot,too_bright
30.43,80.74,720,8,hot,neutral
13.98,62.72,755,23,cold,too_bright
32.06,59.67,434,4,hot,too_bright
12.21,61.93,544,6,cold,too_bright
15.08,66.37,218,22,cold,too_bright
19.85,61.07,389,5,neutral,too_bright
25.25,37.92,571,14,neutral,neutral
32.44,63.96,104,6,hot,neutral
27.55,65.8,637,6,hot,too_bright
20.27,78.76,597,16,neutral,neutral
28.76,78.14,810,19,hot,too_bright
24.18,59.54,51,5,neutral,neutral
27.57,41.33,278,23,hot,too_bright
18.03,81.05,415,2,cold,too_bright
20.59,44.78,923,2,neutral,too_bright
32.71,58.42,269,23,hot,too_bright
14.11,49.86,1013,1,cold,too_bright
13.72,47.13,1023,7,cold,too_bright
20.76,63.91,120,2,neutral,too_bright
23.99,55.28,416,5,neutral,too_bright
32.9,62.26,236,1,hot,too_bright
32.41,43.05,518,8,hot,neutral
31.49,50.96,983,7,hot,too_bright
24.41,42.5,364,3,neutral,too_bright
23.06,54.91,590,17,neutral,neutral
18.91,55.16,108,0,neutral,neutral
27.86,82.15,564,11,hot,neutral
29.29,51.97,375,7,hot,neutral
20.52,20.0,924,15,neutral,too_bright
24.23,76.47,797,8,neutral,too_bright
26.19,61.61,204,11,hot,too_dark
15.58,52.29,632,19,cold,neutral
22.14,48.51,348,3,neutral,too_bright
16.79,40.54,431,10,cold,neutral
29.14,81.44,493,13,hot,neutral
16.63,59.14,874,17,cold,too_bright
14.12,30.84,268,12,cold,too_dark
20.9,59.14,9,17,neutral,too_dark
30.67,69.57,161,19,hot,too_dark
23.05,52.43,802,18,neutral,too_bright
28.26,45.49,328,14,hot,neutral
20.79,39.79,110,22,neutral,neutral
21.69,42.77,400,0,neutral,too_bright
16.56,75.93,936,11,cold,too_bright
16.33,53.31,877,19,neutral,too_bright
12.88,29.31,964,2,cold,too_bright
14.24,61.24,741,19,cold,neutral
28.56,57.3,815,0,hot,too_bright
17.21,46.42,813,18,cold,too_bright
29.33,37.83,11,4,hot,neutral
23.42,38.88,409,16,neutral,neutral
21.43,67.79,525,19,neutral,neutral
27.99,57.07,419,19,hot,neutral
35.98,61.87,879,13,hot,too_bright
19.59,59.47,1010,21,neutral,too_bright
23.09,62.92,554,3,neutral,too_bright
14.47,47.02,80,5,cold,neutral
22.53,51.98,375,3,neutral,too_bright
29.55,68.74,224,17,hot,too_dark
27.51,76.89,474,21,hot,too_bright
18.15,34.85,263,22,neutral,too_bright
27.15,51.26,88,12,hot,too_dark
23.73,68.54,172,3,hot,neutral
23.82,84.27,530,4,hot,too_bright
27.31,78.82,131,15,hot,too_dark
12.13,44.67,0,21,cold,neutral
19.19,74.05,285,23,neutral,too_bright
20.47,58.41,659,17,cold,neutral
18.74,73.59,639,21,neutral,too_bright
11.45,70.04,428,11,cold,neutral
27.46,33.19,691,4,hot,too_bright
17.49,64.05,192,11,cold,too_dark
23.89,66.93,738,2,neutral,too_bright
17.16,57.3,19,16,cold,too_dark
21.41,54.19,151,7,neutral,too_dark
19.91,33.38,945,8,neutral,too_bright
26.26,64.41,475,0,hot,too_bright
26.86,59.22,535,23,hot,too_bright
13.11,40.06,388,10,cold,neutral
21.39,50.14,668,18,neutral,neutral
16.06,57.13,769,12,cold,neutral
26.95,42.62,760,15,hot,neutral
12.3,53.42,240,11,cold,too_dark
23.6,33.29,617,16,neutral,neutral
22.36,75.07,837,4,neutral,too_bright
30.14,55.56,429,23,hot,too_bright
28.95,38.49,401,10,hot,neutral
13.03,20.0,640,0,cold,too_bright
20.79,70.51,571,22,neutral,too_bright
29.59,62.56,246,0,hot,too_bright
23.21,53.59,992,11,hot,too_bright
17.99,69.53,567,18,cold,neutral
14.59,71.14,590,8,cold,neutral
34.59,55.59,213,5,hot,too_bright
16.7,50.36,698,5,cold,too_bright
24.74,51.74,947,16,neutral,too_bright
23.65,59.77,729,13,neutral,neutral
27.28,76.73,513,12,hot,neutral
22.96,62.11,673,12,hot,neutral
15.26,78.41,284,7,cold,neutral
25.23,60.73,84,22,neutral,neutral
17.21,62.47,584,5,cold,too_bright
12.08,92.63,167,20,cold,neutral
15.18,78.47,94,18,cold,too_dark
28.3,76.71,765,0,hot,too_bright
22.58,44.22,415,4,neutral,too_bright
30.18,89.37,862,13,hot,neutral
12.73,53.17,894,3,cold,too_bright
18.98,54.88,140,20,neutral,neutral
18.89,25.5,776,10,neutral,neutral
14.15,61.44,330,20,cold,too_bright
21.85,38.19,698,2,neutral,too_bright
30.43,56.94,57,0,hot,neutral
24.93,37.23,491,15,hot,neutral
10.01,78.29,665,19,cold,neutral
28.61,58.56,460,23,hot,too_bright
26.91,90.49,531,18,hot,neutral
13.57,42.0,2,17,cold,too_dark
25.78,74.34,28,1,hot,neutral
20.43,27.45,570,14,neutral,neutral
18.35,58.09,422,17,neutral,neutral
21.23,44.94,597,9,neutral,neutral
22.15,45.52,418,23,neutral,too_bright
32.18,49.91,0,23,hot,neutral
29.21,38.58,713,20,hot,too_bright
26.0,32.21,182,21,hot,neutral
23.58,45.61,788,13,neutral,neutral
23.43,57.7,38,19,neutral,too_dark
21.07,71.92,960,1,neutral,too_bright
34.43,57.89,253,5,hot,too_bright
29.5,73.55,925,15,hot,too_bright
31.42,33.49,0,2,hot,neutral
22.49,43.89,516,19,neutral,neutral
23.41,66.7,375,4,neutral,too_bright
29.41,62.51,160,8,hot,too_dark
20.73,41.84,480,6,neutral,too_bright
18.49,68.54,216,12,cold,too_dark
15.74,50.82,474,1,cold,too_bright
32.69,41.92,371,19,hot,neutral
20.56,61.97,216,21,neutral,too_bright
24.45,55.75,812,17,neutral,neutral
25.74,47.25,556,4,neutral,too_bright
28.53,46.1,854,6,hot,too_bright
17.92,39.13,841,5,neutral,too_bright
21.65,52.2,264,14,neutral,too_dark
24.79,73.12,273,21,hot,too_bright
27.21,58.52,1013,21,hot,too_bright
32.93,67.65,300,22,hot,too_bright
16.85,61.28,85,16,neutral,too_dark
22.55,47.72,533,5,neutral,too_bright
28.65,27.08,999,9,hot,too_bright
22.45,45.9,227,7,neutral,too_dark
27.95,44.87,689,1,hot,too_bright
14.45,41.01,358,19,cold,neutral
21.81,70.08,387,13,neutral,neutral
29.68,67.96,440,23,hot,too_bright
22.36,87.34,143,20,hot,neutral
31.35,40.52,408,15,hot,neutral
28.5,78.48,277,1,hot,too_bright
15.25,74.62,833,10,neutral,neutral
